task_id,category,N,w_ratio,w_C,w_A,r_min,seed,payoff_mode,selection_mode,n_candidates,n_parsed,selected_index,r_selected,a_selected,y,V_selected,brier,gate_cleared
arith_hard_14,arithmetic_hard,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,7,0.477131,8496,0,-0.22765399116100002,0.22765399116100002,0
arith_hard_15,arithmetic_hard,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,7,0.573664,-26393,0,-0.32909038489599995,0.32909038489599995,0
arith_hard_16,arithmetic_hard,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,3,0.980111,1557,0,-0.7106175723209999,0.9606175723209999,1
arith_hard_17,arithmetic_hard,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,5,0.678043,249,0,-0.45974230984899994,0.45974230984899994,0
arith_hard_18,arithmetic_hard,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,4,0.513044,12369,0,-0.26321414593599995,0.26321414593599995,0
arith_hard_19,arithmetic_hard,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,5,0.644181,253,0,-0.414969160761,0.414969160761,0
arith_hard_20,arithmetic_hard,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,1,0.997876,-362,0,-0.745756511376,0.995756511376,1
code_algo_01,code_algorithmic,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,0,0.693326,"```python
def binary_search(arr, target):
    left, right = 0, len(arr) - 1
    
    while left <= right:
        mid = (left + right) // 2
        if arr[mid] == target:
            return mid
        elif arr[mid] < target:
            left = mid + 1
        else:
            right = mid - 1
            
    return -1
```

This function implements the binary search algorithm to find the index of a `target` value in a sorted list `arr`. If the target is not found, it returns -1. The confidence level for this implementation is high because the steps directly follow the classic binary search approach, which ensures efficient search performance on sorted lists.",0,-0.480700942276,0.480700942276,0
code_algo_02,code_algorithmic,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,4,0.926458,"```python
def merge_sorted(a, b):
    """"""
    Merges two sorted lists into one sorted list.
    
    Parameters:
    a (list): The first sorted list.
    b (list): The second sorted list.
    
    Returns:
    list: A new sorted list containing all elements from both input lists.
    """"""
    merged_list = []
    i, j = 0, 0
    
    # Traverse both lists and insert smaller value from a or b into merged_list
    while i < len(a) and j < len(b):
        if a[i] < b[j]:
            merged_list.append(a[i])
            i += 1
        else:
            merged_list.append(b[j])
            j += 1
    
    # Append remaining elements of a, if any
    while i < len(a):
        merged_list.append(a[i])
        i += 1
    
    # Append remaining elements of b, if any
    while j < len(b):
        merged_list.append(b[j])
        j += 1
    
    return merged_list

# Example usage:
a = [1, 3, 5]
b = [2, 4, 6]
print(merge_sorted(a, b))  # Output: [1, 2, 3, 4, 5, 6]
```",0,-0.608324425764,0.858324425764,1
code_algo_03,code_algorithmic,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,2,0.952789,"```python
def gcd(a, b):
    while b != 0:
        a, b = b, a % b
    return a
```",0,-0.657806878521,0.907806878521,1
code_algo_04,code_algorithmic,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,7,0.758751,"```python
def fib(n):
    """"""
    Returns the nth Fibonacci number using a simple iterative approach.
    
    Parameters:
    n (int): The index of the Fibonacci number to compute, where 0 is the first number in the sequence (0).
    
    Returns:
    int: The nth Fibonacci number.
    """"""
    if n <= 1:
        return n
    previous = 0
    current = 1
    for _ in range(2, n + 1):
        previous, current = current, previous + current
    return current
```

This function uses an iterative approach to calculate the nth Fibonacci number efficiently without recursion.",0,-0.5757030800009999,0.5757030800009999,0
code_algo_05,code_algorithmic,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,4,0.642741,"```python
def is_prime(n):
    """"""Check if the given number n is a prime number.""""""
    # 0, 1 and negative numbers are not primes
    if n <= 1:
        return False
    
    # 2 and 3 are prime numbers
    if n < 4:
        return True
    
    # all other even numbers are not primes
    if n % 2 == 0 or n % 3 == 0:
        return False
    
    # we only have to check for factors up to the square root of n
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    
    return True
```

This function checks whether a number is prime by first handling the easy cases (numbers less than 4, even numbers). It then checks divisibility from 5 onwards using the optimized trial division method, which skips non-prime multiples of 2 and 3. The loop condition `i * i <= n` optimizes the check for smaller factors more efficiently.",0,-0.413115993081,0.413115993081,0
code_algo_06,code_algorithmic,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,5,0.75171,"```python
def matrix_multiply(A, B):
    # Check if matrices A and B can be multiplied
    if len(A[0]) != len(B):
        raise ValueError(""Matrices are not multiplicatable. The number of columns in the first matrix must equal the number of rows in the second matrix."")

    # Initialize result matrix with zeros
    result = [[0 for col in range(len(B[0]))] for row in range(len(A))]

    # Perform multiplication
    for i in range(len(A)):
        for j in range(len(B[0])):
            for k in range(len(B)):
                result[i][j] += A[i][k] * B[k][j]

    return result
```

This function first checks if the input matrices can be multiplied by ensuring that the number of columns in matrix `A` matches the number of rows in matrix `B`. If not, it raises a `ValueError`. Otherwise, it proceeds to create a resulting matrix filled with zeros and populates it according to the rules of matrix multiplication.",0,-0.5650679241,0.5650679241,0
code_algo_07,code_algorithmic,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,3,0.60794,"```python
def longest_common_prefix(strs):
    if not strs:
        return """"
    
    # Sort the list to get the shortest string at the beginning for comparison
    strs.sort(key=len)
    first_str = strs[0]
    prefix_length = len(first_str)
    
    # Compare characters of the shortest string with others
    while not all(s.startswith(first_str[:prefix_length]) for s in strs):
        prefix_length -= 1
    
    return first_str[:prefix_length]

# Example usage:
print(longest_common_prefix([""flower"",""flow"",""flight""]))  # Output: ""fl""
print(longest_common_prefix([""dog"",""racecar"",""car""]))     # Output: """"
```

This function works by first checking if the input list `strs` is empty, returning an empty string if it is. It then sorts the strings in ascending order of length to ensure that the shortest string (which cannot exceed the length of any prefix) is compared against others without redundant checks. The loop shortens the potential common prefix until all words start with the same substring, at which point it returns the longest common prefix found.",0,-0.36959104360000006,0.36959104360000006,0
code_algo_08,code_algorithmic,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,3,0.699647,"```python
def two_sum(nums, target):
    # Create a dictionary to store the number and its index
    num_to_index = {}
    
    # Loop through the list of numbers with their indices
    for i, num in enumerate(nums):
        # Calculate the complement needed to reach the target
        complement = target - num
        
        # Check if the complement exists in the dictionary
        if complement in num_to_index:
            # Return the indices of the two numbers
            return [num_to_index[complement], i]
        
        # Store the index of the current number
        num_to_index[num] = i
    
    # If no solution is found, return an empty list (although the problem guarantees a solution)
    return []
```

This function uses a dictionary to map each number to its index as it iterates through the list. For each element in `nums`, it checks if there exists another element that when added equals the `target`. If such elements are found, their indices are returned; otherwise, no action is taken (though not expected given the problem constraints).",0,-0.48950592460900005,0.48950592460900005,0
code_algo_09,code_algorithmic,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,6,0.708336,"```python
def valid_parentheses(s):
    # List to keep track of the opening parentheses
    stack = []
    
    # Dictionary to hold matching pairs of parentheses
    parentheses_map = {')': '(', '}': '{', ']': '['}
    
    for char in s:
        if char in parentheses_map.values():
            # If it's an opening parenthesis, append to stack
            stack.append(char)
        elif char in parentheses_map.keys():
            # If it's a closing parenthesis and either the stack is empty
            # or doesn't match the last opening parenthesis, return False
            if not stack or parentheses_map[char] != stack.pop():
                return False
    # If stack is empty, all parentheses are correctly closed
    return len(stack) == 0
```

This function `valid_parentheses` checks if a string of parentheses, square brackets, and curly braces is valid. It uses a stack to keep track of opening symbols and ensures that each closing symbol matches the last unmatched opening symbol in the stack. If all symbols are correctly matched at the end, it returns True; otherwise, False.",0,-0.501739888896,0.501739888896,0
code_algo_10,code_algorithmic,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,4,0.678485,"```python
def power(base, exp):
    result = 1
    
    while exp > 0:
        # If exp is odd, multiply the base with result
        if exp % 2 == 1:
            result *= base
            exp -= 1
        
        # Square the base and halve the exponent
        base *= base
        exp //= 2
    
    return result
```

Explanation: This function implements fast exponentiation using a while loop. It recursively multiplies the `base` by itself (squaring it) and halves the exponent until the exponent becomes zero. If the current exponent is odd, it multiplies the result by the base before squaring it and halving the exponent.",0,-0.460341895225,0.460341895225,0
code_algo_11,code_algorithmic,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,4,0.661959,"```python
def rotate_list(lst, k):
    n = len(lst)
    # To handle cases where k is larger than the list length
    k = k % n
    # Rotate the list by slicing and concatenating
    return lst[-k:] + lst[:-k]
```

This function works as follows:
1. Calculate the effective rotation by taking `k` modulo the length of the list to handle cases where `k > len(lst)`.
2. Slice the list into two parts: from the end (`-k:`) and from the start (`[:-k]`).
3. Concatenate these slices in reverse order to achieve the right rotation.

This approach ensures that the function works efficiently, even for large lists or when `k` is very large.",0,-0.43818971768099996,0.43818971768099996,0
code_algo_12,code_algorithmic,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,2,0.678241,"```python
def count_inversions(arr):
    """"""
    Counts the number of inversions in a list, where an inversion is defined as a pair (i, j) such that i < j but arr[i] > arr[j].
    
    :param arr: List of integers.
    :return: Number of inversions in the list.
    """"""
    # Initialize inversion count
    inv_count = 0
    
    # Loop through the array to find all pairs (i, j)
    for i in range(len(arr)):
        for j in range(i + 1, len(arr)):
            if arr[i] > arr[j]:
                inv_count += 1
                
    return inv_count
```

This Python function `count_inversions` calculates the number of inversions in a given list as specified. The function iterates through each pair of elements (using nested loops) and counts how many times an element at index i is greater than the element at index j where i < j. This directly meets the requirement to count all such pairs, which are known as inversions.",0,-0.46001085408099995,0.46001085408099995,0
code_algo_13,code_algorithmic,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,7,0.757606,"```python
from collections import Counter

def run_length_encode(s):
    encoded = []
    counter = Counter(s)
    for char, count in counter.items():
        encoded.append((char, count))
    return encoded
```

This function uses the `Counter` class from the `collections` module to count occurrences of each character in the string. It then constructs and returns a list of tuples containing each unique character and its corresponding count.",0,-0.573966851236,0.573966851236,0
code_algo_14,code_algorithmic,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,0,0.687922,"```python
def kadane(arr):
    max_so_far = arr[0]
    curr_max = arr[0]
    
    for i in range(1, len(arr)):
        curr_max = max(arr[i], curr_max + arr[i])
        max_so_far = max(max_so_far, curr_max)
        
    return max_so_far
```

This implementation of the Kadane's algorithm correctly finds the maximum subarray sum in linear time \(O(n)\) with constant space \(O(1)\). The function iterates through the array once, maintaining a running sum `curr_max` updated to be either the current element itself or the sum including the previous element. It also keeps track of the maximum sum found so far as `max_so_far`.",0,-0.47323667808400005,0.47323667808400005,0
code_algo_15,code_algorithmic,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,3,0.561122,"```python
def topological_sort(graph):
    # Helper function to do post-order traversal of a node and its dependencies
    def visit(node, visited, order):
        if node in visited:
            return
        
        for dependency in graph[node]:
            visit(dependency, visited, order)
        
        visited.add(node)
        order.appendleft(node)

    # A queue to hold the order as we process each node's dependencies first
    import collections
    order = collections.deque()
    
    # Track which nodes have been visited (to avoid cycles and infinite loops)
    visited = set()
    
    for node in graph:
        visit(node, visited, order)

    return list(order)  # Return the order as a list

# Example usage:
graph = {
    'A': ['B', 'C'],
    'B': ['D', 'E'],
    'C': ['F'],
    'D': [],
    'E': ['F'],
    'F': []
}

print(topological_sort(graph))  # Output could be e.g. ['A', 'C', 'B', 'E', 'D', 'F']
```

This function performs a depth-first search to find the nodes in topologically sorted order, ensuring that each node is visited after all of its dependencies have been processed. It uses recursion and a queue to keep track of the order based on finishing times from reverse post-order exploration.",0,-0.314857898884,0.314857898884,0
code_simple_01,code_simple,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,0,0.854711,"```python
def is_even(n):
    """"""
    Returns True if n is even, False otherwise.
    
    Parameters:
        n (int): The number to check.
    
    Returns:
        bool: True if n is even, False otherwise.
    """"""
    return n % 2 == 0
```",0,-0.730530893521,0.730530893521,0
code_simple_02,code_simple,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,0,0.91468,"```python
def max_of_three(a, b, c):
    """"""
    Returns the largest of three numbers.
    
    Args:
    a (int/float): The first number.
    b (int/float): The second number.
    c (int/float): The third number.
    
    Returns:
    int/float: The largest of the three numbers.
    """"""
    return max(a, b, c)
```",0,-0.5866395024000001,0.8366395024000001,1
code_simple_03,code_simple,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,0,0.989717,"```python
def reverse_string(s):
    return s[::-1]
```",0,-0.7295397400889999,0.9795397400889999,1
code_simple_04,code_simple,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,3,0.66379,"```python
def count_vowels(s):
    """"""
    Returns the number of vowels in a string.
    
    Parameters:
    s (str): The input string
    
    Returns:
    int: Number of vowels in the input string
    """"""
    # Define a set of vowel characters for quick lookup
    vowels = ""aeiouAEIOU""
    count = 0

    # Iterate over each character in the string and increment count if it's a vowel
    for char in s:
        if char in vowels:
            count += 1
            
    return count
```
This function `count_vowels` defines a set of vowels, iterates through each character in the input string to check if it is a vowel (by checking membership against the defined set), and increments a counter accordingly. It then returns the total count of vowels found in the string.",0,-0.4406171641,0.4406171641,0
code_simple_05,code_simple,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,1,0.998959,"```python
def celsius_to_fahrenheit(c):
    return (c * 9/5) + 32
```",0,-0.7479190836810001,0.9979190836810001,1
code_simple_06,code_simple,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,0,0.996148,"```python
def sum_list(lst):
    return sum(lst)
```",0,-0.7423108379040001,0.9923108379040001,1
code_simple_07,code_simple,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,0,0.907999,"```python
def is_palindrome(s):
    """"""
    Checks if the given string s is a palindrome.
    
    Parameters:
    s (str): The string to check.
    
    Returns:
    bool: True if s is a palindrome, False otherwise.
    """"""
    # Remove non-alphanumeric characters and convert to lowercase for uniformity
    cleaned_s = ''.join(char.lower() for char in s if char.isalnum())
    return cleaned_s == cleaned_s[::-1]
```

This function first cleans the input string by removing any non-alphanumeric characters and converting all letters to lowercase. Then, it checks if the cleaned string is equal to its reverse, which would indicate that the original string is a palindrome.",0,-0.574462184001,0.824462184001,1
code_simple_08,code_simple,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,4,0.755638,"```python
def factorial(n):
    if n == 0 or n == 1:
        return 1
    else:
        result = 1
        for i in range(2, n + 1):
            result *= i
        return result
```

This function calculates the factorial of a given number `n` using an iterative approach. The base case handles the scenarios where `n` is either 0 or 1 by returning 1, which is the correct value for both cases since \(0! = 1\) and \(1! = 1\). For other values of `n`, it calculates the factorial by multiplying all integers from 2 up to `n`.",0,-0.570988787044,0.570988787044,0
code_simple_09,code_simple,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,7,0.75589,"```python
def clamp(x, lo, hi):
    return max(lo, min(hi, x))
```",0,-0.5713696920999999,0.5713696920999999,0
code_simple_10,code_simple,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,1,0.698555,"```python
def flatten(lst):
    """"""
    Flattens a list of lists into a single list.
    
    Parameters:
    lst (list): A list containing nested lists or other iterable elements.

    Returns:
    list: A flattened list containing all elements from the nested iterables.
    """"""
    flat_list = []
    for sublist in lst:
        if isinstance(sublist, (list, tuple)):
            # Recursively flatten sublists
            flat_list.extend(flatten(sublist))
        else:
            flat_list.append(sublist)
    return flat_list
```

This function will correctly handle nested lists or tuples and will return a flattened list. If there are no nested lists, it simply returns the original list as is.",0,-0.48797908802500006,0.48797908802500006,0
code_simple_11,code_simple,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,2,0.731936,"```python
def unique(lst):
    seen = set()
    result = []
    for item in lst:
        if item not in seen:
            seen.add(item)
            result.append(item)
    return result
```
This function iterates through the input list `lst`, using a set to keep track of seen elements while constructing a new list that contains only unique values, preserving their order.",0,-0.5357303080960001,0.5357303080960001,0
code_simple_12,code_simple,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,4,0.928951,"```python
def dot_product(a, b):
    """"""
    Computes the dot product of two lists.
    
    Parameters:
    a (list): First list of numbers.
    b (list): Second list of numbers.
    
    Returns:
    int or float: The dot product of the two lists.
    """"""
    if len(a) != len(b):
        raise ValueError(""Lists must be of the same length."")
    return sum(x * y for x, y in zip(a, b))
```",0,-0.6129499604009999,0.8629499604009999,1
code_simple_13,code_simple,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,6,0.80649,"def title_case(s):
    """"""
    Converts a string to title case.
    
    Parameters:
    s (str): The input string to be converted to title case.
    
    Returns:
    str: The title-cased version of the input string.
    """"""
    return ' '.join(word[:1].upper() + word[1:].lower() if word else '' for word in s.split())",1,-0.03744612009999999,0.03744612009999999,0
code_simple_14,code_simple,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,1,0.634491,"```python
def intersection(a, b):
    # Convert lists to sets and use set intersection to find common elements
    return list(set(a) & set(b))
```

This function works by converting both input lists into sets to eliminate any duplicate elements within each list. It then uses the `&` operator between the two sets to find the intersection of these sets, which results in a set containing only the common elements from the original lists `a` and `b`. Finally, this set is converted back into a list before being returned.",0,-0.402578829081,0.402578829081,0
code_simple_15,code_simple,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,0,0.972321,"```python
def char_frequency(s):
    frequency = {}
    for char in s:
        if char in frequency:
            frequency[char] += 1
        else:
            frequency[char] = 1
    return frequency
```",0,-0.695408127041,0.945408127041,1
fact_common_01,factual_common,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,0,0.998539,Au,1,0.249997865479,2.1345210000001334e-06,1
fact_common_02,factual_common,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,2,0.992892,Tokyo,1,0.249949476336,5.052366400000005e-05,1
fact_common_03,factual_common,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,6,0.995466,8,1,0.249979442844,2.0557156000000346e-05,1
fact_common_04,factual_common,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,3,0.659958,World War II ended in 1945.,0,-0.4355445617640001,0.4355445617640001,0
fact_common_05,factual_common,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,1,0.909974,300 km/s (rounded to the nearest thousand),0,-0.5780526806759999,0.8280526806759999,1
fact_common_06,factual_common,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,0,0.999373,The largest ocean on Earth is the Pacific Ocean.,0,-0.7487463931289999,0.9987463931289999,1
fact_common_07,factual_common,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,0,0.996034,William Shakespeare wrote Romeo and Juliet.,0,-0.742083729156,0.992083729156,1
fact_common_08,factual_common,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,0,0.999893,12,1,0.249999988551,1.1448999999993201e-08,1
fact_common_09,factual_common,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,0,0.999877,Hydrogen,1,0.249999984871,1.512899999999612e-08,1
fact_common_10,factual_common,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,0,0.723361,"Humans typically have 46 chromosomes, which is also referred to as 23 pairs of chromosomes.",0,-0.5232511363210001,0.5232511363210001,0
fact_common_11,factual_common,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,5,0.485697,100 degrees Celsius,0,-0.23590157580899998,0.23590157580899998,0
fact_common_12,factual_common,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,2,0.998889,Mercury,1,0.249998765679,1.2343209999999402e-06,1
fact_common_13,factual_common,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,0,0.998763,H2O,1,0.249998469831,1.530169000000108e-06,1
fact_common_14,factual_common,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,3,0.901041,"There are 7 continents: Asia, Europe, North America, South America, Australia, Antarctica, and Africa.",0,-0.5618748836809999,0.8118748836809999,1
fact_common_15,factual_common,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,1,0.970204,"The longest river in the world is the Nile River, which is approximately 6,650 kilometers (4,132 miles) long.",0,-0.6912958016159999,0.9412958016159999,1
fact_obscure_01,factual_obscure,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,1,0.952751,5700 years,0,-0.657734468001,0.907734468001,1
fact_obscure_02,factual_obscure,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,2,0.777976,"The smallest country in the world by area is Vatican City, with an area of approximately 0.2 square kilometers (0.078 square miles).",0,-0.605246656576,0.605246656576,0
fact_obscure_03,factual_obscure,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,0,0.985402,The Treaty of Westphalia was signed in 1648.,0,-0.721017101604,0.971017101604,1
fact_obscure_04,factual_obscure,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,0,0.999919,76,1,0.249999993439,6.5609999999996335e-09,1
fact_obscure_05,factual_obscure,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,1,0.995879,The longest bone in the human body is the femur.,0,-0.741774982641,0.991774982641,1
fact_obscure_06,factual_obscure,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,2,0.948332,A dodecahedron has 30 edges.,0,-0.649333582224,0.899333582224,1
fact_obscure_07,factual_obscure,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,2,0.99051,JPY,1,0.2499099399,9.006009999999997e-05,1
fact_obscure_08,factual_obscure,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,1,0.976715,The Mohs hardness of topaz is 8.0.,0,-0.703972191225,0.953972191225,1
fact_obscure_09,factual_obscure,8,0.25,1.0,0.25,0.9,42,oracle,argmax,8,8,0,0.995082,The University of Bologna was founded in 1088.,0,-0.740188186724,0.990188186724,1
